source,target,effect,p,q,replication,trials,kept,peak_lag,lags,at_the_horizon,conditions
A,C,0.6687,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
A,D,0.0442,0.000005,0.000007,0,48,0,43.0,66,0,
A,G,1.9818,0.000005,0.000007,8,48,1,34.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
A,I,2.9014,0.000005,0.000007,8,48,1,34.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
A,M,0.8491,0.000005,0.000007,6,48,1,6.0,66,0,autonomy conversation memory salience stress tool_use
A,N,0.6638,0.000005,0.000007,7,48,1,41.0,66,0,autonomy conversation idle memory salience stress tool_use
A,P,1.0711,0.000005,0.000007,6,48,1,3.0,66,0,autonomy conversation memory salience stress tool_use
A,S,3.0044,0.000005,0.000007,8,48,1,64.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
A,W,0.0811,0.000005,0.000007,0,48,0,27.0,66,0,
C,A,5.4443,0.000005,0.000007,8,48,1,45.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
C,D,0.1727,0.000005,0.000007,0,48,0,43.0,66,0,
C,G,3.2862,0.000005,0.000007,8,48,1,34.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
C,I,1.0463,0.000005,0.000007,8,48,1,34.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
C,M,0.2062,0.008035,0.010044,3,48,0,0.0,66,0,conversation salience stress
C,N,0.2392,0.000005,0.000007,4,48,0,41.0,66,0,autonomy idle salience stress
C,P,0.8339,0.000005,0.000007,7,48,1,17.0,66,0,autonomy conversation idle memory problem_solving salience stress
C,S,1.4119,0.000005,0.000007,8,48,1,64.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
C,W,0.0646,0.000005,0.000007,0,48,0,60.0,66,0,
D,A,1.8882,0.000005,0.000007,7,48,1,41.0,66,0,autonomy conversation memory problem_solving salience stress tool_use
D,C,0.3261,0.000005,0.000007,3,48,1,41.0,66,0,autonomy memory salience
D,G,0.2869,0.000005,0.000007,2,48,0,34.0,66,0,memory tool_use
D,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
D,M,0.9829,0.000005,0.000007,7,48,1,39.0,66,0,autonomy conversation memory problem_solving salience stress tool_use
D,N,1.6981,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
D,P,1.3702,0.000005,0.000007,7,48,1,39.0,66,0,autonomy conversation memory problem_solving salience stress tool_use
D,S,0.1911,0.000005,0.000007,2,48,0,64.0,66,0,memory stress
D,W,0.2588,0.000005,0.000007,1,48,0,50.0,66,0,tool_use
G,A,0.8331,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,C,1.3353,0.000005,0.000007,8,48,1,31.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,D,0.0664,0.000005,0.000007,1,48,0,10.0,66,0,stress
G,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
G,M,0.6159,0.000005,0.000007,8,48,1,60.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,N,1.0329,0.000005,0.000007,8,48,1,32.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,P,2.4551,0.000005,0.000007,7,48,1,63.0,66,0,autonomy conversation idle problem_solving salience stress tool_use
G,S,1.9045,0.000005,0.000007,8,48,1,63.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,W,1.4952,0.000005,0.000007,7,48,1,63.0,66,0,autonomy conversation idle problem_solving salience stress tool_use
I,A,0.2130,0.000005,0.000007,1,48,0,41.0,66,0,stress
I,C,0.2393,0.000005,0.000007,1,48,0,41.0,66,0,stress
I,D,3.3168,0.000005,0.000007,8,48,1,43.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
I,G,0.3294,0.000005,0.000007,2,48,0,34.0,66,0,idle stress
I,M,0.0626,0.031130,0.037861,1,48,0,0.0,66,0,stress
I,N,0.3747,0.000005,0.000007,7,48,1,41.0,66,0,autonomy conversation memory problem_solving salience stress tool_use
I,P,0.8094,0.000005,0.000007,8,48,1,1.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
I,S,0.6681,0.003750,0.004886,2,48,0,0.0,66,0,idle stress
I,W,0.1374,0.000005,0.000007,1,48,0,50.0,66,0,stress
M,A,0.0000,0.499368,0.551313,0,48,0,0.0,66,0,
M,C,0.0255,0.000015,0.000020,0,48,0,0.0,66,0,
M,D,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,G,1.3885,0.000005,0.000007,8,48,1,30.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
M,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,N,0.0203,0.007455,0.009450,0,48,0,0.0,66,0,
M,P,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,S,0.1027,0.000005,0.000007,0,48,0,64.0,66,0,
M,W,0.3770,0.000005,0.000007,8,48,1,27.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
N,A,0.6667,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
N,C,0.4845,0.000005,0.000007,7,48,1,41.0,66,0,autonomy conversation memory problem_solving salience stress tool_use
N,D,0.0399,0.248754,0.294577,1,48,0,0.0,66,0,tool_use
N,G,0.0138,0.000005,0.000007,0,48,0,0.0,66,0,
N,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,M,0.0435,0.500892,0.551313,1,48,0,0.0,66,0,tool_use
N,P,0.0000,0.499343,0.551313,0,48,0,0.0,66,0,
N,S,0.0532,0.003800,0.004886,1,48,0,0.0,66,0,tool_use
N,W,0.0998,0.000005,0.000007,1,48,0,60.0,66,0,tool_use
P,A,10.0000,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,C,0.4390,0.000005,0.000007,6,48,1,41.0,66,0,autonomy conversation idle problem_solving salience tool_use
P,D,0.0011,0.124304,0.149165,0,48,0,0.0,66,0,
P,G,0.1380,0.000005,0.000007,1,48,0,30.0,66,0,idle
P,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
P,M,0.1343,0.015955,0.019670,1,48,0,0.0,66,0,salience
P,N,1.7301,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,S,0.2994,0.000005,0.000007,1,48,0,63.5,66,0,idle
P,W,0.3362,0.000005,0.000007,6,48,1,27.0,66,0,autonomy conversation problem_solving salience stress tool_use
S,A,5.3535,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,C,2.4700,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,D,0.0919,0.000005,0.000007,0,48,0,5.0,66,0,
S,G,1.3367,0.000005,0.000007,8,48,1,34.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,I,0.3233,0.000005,0.000007,3,48,1,34.0,66,0,memory salience stress
S,M,0.3802,0.000300,0.000397,6,48,1,0.0,66,0,conversation memory problem_solving salience stress tool_use
S,N,7.2194,0.000005,0.000007,8,48,1,17.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,P,1.0508,0.000010,0.000014,8,48,1,0.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,W,4.1044,0.000005,0.000007,8,48,1,9.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,A,4.3893,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,C,2.1122,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,D,0.0003,0.501622,0.551313,0,48,0,0.0,66,0,
W,G,0.6866,0.000005,0.000007,7,48,1,0.0,66,0,autonomy conversation memory problem_solving salience stress tool_use
W,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
W,M,0.0134,0.501207,0.551313,0,48,0,0.0,66,0,
W,N,5.9737,0.000005,0.000007,8,48,1,65.0,66,1,autonomy conversation idle memory problem_solving salience stress tool_use
W,P,0.0005,0.502307,0.551313,0,48,0,0.0,66,0,
W,S,0.4842,0.000005,0.000007,6,48,1,64.0,66,0,autonomy conversation memory problem_solving salience stress
