source,target,effect,p,q,replication,trials,kept,peak_lag,lags,at_the_horizon,conditions
A,C,0.6957,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
A,D,0.0594,0.000005,0.000007,0,48,0,43.0,66,0,
A,G,2.9873,0.000005,0.000007,8,48,1,34.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
A,I,2.7208,0.000005,0.000007,8,48,1,34.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
A,M,0.0212,0.007650,0.009836,0,48,0,0.0,66,0,
A,N,0.3055,0.000005,0.000007,3,48,1,41.0,66,0,autonomy idle stress
A,P,0.2812,0.063100,0.077400,3,48,0,0.0,66,0,conversation idle stress
A,S,4.9065,0.000005,0.000007,8,48,1,64.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
A,W,0.2556,0.000005,0.000007,2,48,0,27.0,66,0,idle stress
C,A,5.0938,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
C,D,0.0655,0.000005,0.000007,0,48,0,43.0,66,0,
C,G,3.2540,0.000005,0.000007,8,48,1,34.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
C,I,1.0561,0.000005,0.000007,8,48,1,34.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
C,M,0.0001,0.063640,0.077400,0,48,0,0.0,66,0,
C,N,0.1640,0.000005,0.000007,2,48,0,41.0,66,0,autonomy stress
C,P,0.8230,0.000005,0.000007,6,48,1,37.5,66,0,autonomy conversation idle memory problem_solving tool_use
C,S,2.7838,0.000005,0.000007,8,48,1,64.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
C,W,0.1603,0.000005,0.000007,1,48,0,57.0,66,0,autonomy
D,A,0.3607,0.000005,0.000007,3,48,1,41.0,66,0,salience stress tool_use
D,C,0.4058,0.000005,0.000007,4,48,1,44.0,66,0,autonomy idle memory stress
D,G,0.1940,0.000005,0.000007,1,48,0,20.0,66,0,stress
D,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
D,M,0.1054,0.250464,0.282919,2,48,0,0.0,66,0,stress tool_use
D,N,1.5321,0.000005,0.000007,8,48,1,32.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
D,P,0.0588,0.499908,0.537104,1,48,0,0.0,66,0,stress
D,S,0.2297,0.000005,0.000007,1,48,0,0.0,66,0,stress
D,W,0.1946,0.000005,0.000007,2,48,0,27.0,66,0,stress tool_use
G,A,1.0387,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,C,0.8771,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,D,0.5514,0.000005,0.000007,7,48,1,63.0,66,0,autonomy conversation idle problem_solving salience stress tool_use
G,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
G,M,0.3104,0.000005,0.000007,3,48,1,40.5,66,0,autonomy memory tool_use
G,N,2.9862,0.000005,0.000007,8,48,1,65.0,66,1,autonomy conversation idle memory problem_solving salience stress tool_use
G,P,2.4677,0.000005,0.000007,7,48,1,63.0,66,0,autonomy conversation idle problem_solving salience stress tool_use
G,S,4.1202,0.000005,0.000007,8,48,1,44.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
G,W,1.1825,0.000005,0.000007,7,48,1,63.0,66,0,autonomy conversation idle problem_solving salience stress tool_use
I,A,0.7255,0.000005,0.000007,7,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress
I,C,0.5054,0.000005,0.000007,7,48,1,44.0,66,0,autonomy conversation idle memory problem_solving salience stress
I,D,0.6875,0.000005,0.000007,8,48,1,43.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
I,G,0.4654,0.000005,0.000007,5,48,1,34.0,66,0,idle memory problem_solving salience stress
I,M,0.1597,0.124184,0.146173,3,48,0,0.0,66,0,idle problem_solving tool_use
I,N,1.0958,0.000005,0.000007,7,48,1,65.0,66,1,autonomy conversation idle memory problem_solving salience stress
I,P,0.9531,0.000005,0.000007,7,48,1,20.5,66,0,autonomy conversation idle memory problem_solving salience stress
I,S,0.3608,0.000005,0.000007,2,48,0,0.0,66,0,idle stress
I,W,0.0934,0.000005,0.000007,0,48,0,60.0,66,0,
M,A,0.0089,0.000005,0.000007,0,48,0,41.0,66,0,
M,C,0.1030,0.000005,0.000007,1,48,0,50.0,66,0,memory
M,D,0.0000,0.000110,0.000146,0,48,0,0.0,66,0,
M,G,1.6907,0.000005,0.000007,8,48,1,45.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
M,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
M,N,0.0534,0.000030,0.000040,1,48,0,0.0,66,0,tool_use
M,P,0.0261,0.251484,0.282919,0,48,0,0.0,66,0,
M,S,0.0260,0.000005,0.000007,0,48,0,0.0,66,0,
M,W,0.2235,0.000005,0.000007,0,48,0,27.0,66,0,
N,A,0.8117,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
N,C,0.5634,0.000005,0.000007,7,48,1,41.5,66,0,autonomy conversation memory problem_solving salience stress tool_use
N,D,0.0186,0.125059,0.146173,0,48,0,0.0,66,0,
N,G,0.3376,0.000005,0.000007,4,48,1,34.0,66,0,memory problem_solving salience stress
N,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
N,M,0.1576,0.124379,0.146173,2,48,0,0.0,66,0,salience stress
N,P,0.1470,0.248694,0.282919,2,48,0,0.0,66,0,salience stress
N,S,0.4163,0.000010,0.000014,2,48,0,0.0,66,0,salience stress
N,W,0.0466,0.000005,0.000007,0,48,0,60.0,66,0,
P,A,10.0000,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,C,0.4294,0.000005,0.000007,5,48,1,43.0,66,0,conversation memory problem_solving salience tool_use
P,D,0.0140,0.500962,0.537104,0,48,0,0.0,66,0,
P,G,0.2858,0.000005,0.000007,1,48,0,30.0,66,0,conversation
P,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
P,M,0.0000,0.500797,0.537104,0,48,0,0.0,66,0,
P,N,1.8340,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
P,S,0.6691,0.000005,0.000007,2,48,0,64.0,66,0,conversation memory
P,W,0.2116,0.000005,0.000007,2,48,0,27.0,66,0,conversation tool_use
S,A,0.6565,0.000005,0.000007,6,48,1,41.0,66,0,autonomy conversation idle problem_solving stress tool_use
S,C,0.4410,0.000005,0.000007,5,48,1,42.0,66,0,autonomy idle problem_solving stress tool_use
S,D,0.1396,0.000005,0.000007,1,48,0,43.0,66,0,tool_use
S,G,0.2465,0.000005,0.000007,3,48,0,34.0,66,0,memory salience tool_use
S,I,0.3726,0.000005,0.000007,3,48,1,34.0,66,0,memory salience stress
S,M,0.0433,0.501297,0.537104,1,48,0,0.0,66,0,tool_use
S,N,3.8899,0.000005,0.000007,8,48,1,17.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
S,P,0.6741,0.000005,0.000007,6,48,1,17.0,66,0,autonomy conversation memory problem_solving salience stress
S,W,2.5286,0.000005,0.000007,8,48,1,9.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,A,3.5914,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,C,1.6535,0.000005,0.000007,8,48,1,41.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,D,0.0782,0.001825,0.002380,0,48,0,0.0,66,0,
W,G,1.7438,0.000005,0.000007,8,48,1,34.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
W,I,0.0000,1.000000,1.000000,0,48,0,0.0,66,0,
W,M,0.2517,0.015640,0.019550,3,48,0,0.0,66,0,autonomy conversation problem_solving
W,N,7.3587,0.000005,0.000007,8,48,1,65.0,66,1,autonomy conversation idle memory problem_solving salience stress tool_use
W,P,0.5317,0.007780,0.009862,7,48,1,0.0,66,0,autonomy conversation idle problem_solving salience stress tool_use
W,S,3.0873,0.000005,0.000007,8,48,1,64.0,66,0,autonomy conversation idle memory problem_solving salience stress tool_use
